ds,unique_id,y
2021-01-01,0102,0
2021-02-01,0102,0
2021-03-01,0102,0
2021-04-01,0102,0
2021-05-01,0102,0
2021-06-01,0102,0
2021-07-01,0102,0
2021-08-01,0102,0
2021-09-01,0102,0
2021-10-01,0102,0
2021-11-01,0102,0
2021-12-01,0102,0
2022-01-01,0102,0
2022-02-01,0102,0
2022-03-01,0102,0
2022-04-01,0102,0
2022-05-01,0102,0
2022-06-01,0102,1
2022-07-01,0102,0
2022-08-01,0102,0
2022-09-01,0102,0
2022-10-01,0102,0
2022-11-01,0102,0
2022-12-01,0102,0
2023-01-01,0102,0
2023-02-01,0102,0
2023-03-01,0102,0
2023-04-01,0102,0
2023-05-01,0102,0
2023-06-01,0102,0
2023-07-01,0102,0
2023-08-01,0102,0
2023-09-01,0102,0
2018-01-01,0201,96
2018-02-01,0201,117
2018-03-01,0201,89
2018-04-01,0201,145
2018-05-01,0201,134
2018-06-01,0201,204
2018-07-01,0201,140
2018-08-01,0201,208
2018-09-01,0201,193
2018-10-01,0201,162
2018-11-01,0201,181
2018-12-01,0201,126
2019-01-01,0201,110
2019-02-01,0201,163
2019-03-01,0201,64
2019-04-01,0201,183
2019-05-01,0201,104
2019-06-01,0201,89
2019-07-01,0201,179
2019-08-01,0201,184
2019-09-01,0201,127
2019-10-01,0201,248
2019-11-01,0201,90
2019-12-01,0201,153
2020-01-01,0201,48
2020-02-01,0201,182
2020-03-01,0201,103
2020-04-01,0201,28
2020-05-01,0201,44
2020-06-01,0201,15
2020-07-01,0201,45
2020-08-01,0201,76
2020-09-01,0201,116
2020-10-01,0201,127
2020-11-01,0201,133
2020-12-01,0201,123
2021-01-01,0201,125
2021-02-01,0201,98
2021-03-01,0201,110
2021-04-01,0201,124
2021-05-01,0201,167
2021-06-01,0201,101
2021-07-01,0201,79
2021-08-01,0201,116
2021-09-01,0201,55
2021-10-01,0201,55
2021-11-01,0201,50
2021-12-01,0201,322
2022-01-01,0201,130
2022-02-01,0201,36
2022-03-01,0201,59
2022-04-01,0201,33
2022-05-01,0201,178
2022-06-01,0201,92
2022-07-01,0201,129
2022-08-01,0201,154
2022-09-01,0201,268
2022-10-01,0201,102
2022-11-01,0201,102
2022-12-01,0201,74
2023-01-01,0201,89
2023-02-01,0201,89
2023-03-01,0201,72
2023-04-01,0201,44
2023-05-01,0201,62
2023-06-01,0201,40
2023-07-01,0201,43
2023-08-01,0201,65
2023-09-01,0201,69
2018-01-01,0202,33990
2018-02-01,0202,30251
2018-03-01,0202,38960
2018-04-01,0202,41826
2018-05-01,0202,36223
2018-06-01,0202,38264
2018-07-01,0202,35913
2018-08-01,0202,45789
2018-09-01,0202,40115
2018-10-01,0202,46865
2018-11-01,0202,35392
2018-12-01,0202,35192
2019-01-01,0202,42398
2019-02-01,0202,39876
2019-03-01,0202,37561
2019-04-01,0202,42370
2019-05-01,0202,45372
2019-06-01,0202,32107
2019-07-01,0202,43482
2019-08-01,0202,46372
2019-09-01,0202,41236
2019-10-01,0202,38667
2019-11-01,0202,36642
2019-12-01,0202,31301
2020-01-01,0202,43209
2020-02-01,0202,40841
2020-03-01,0202,29159
2020-04-01,0202,7047
2020-05-01,0202,8397
2020-06-01,0202,12135
2020-07-01,0202,15685
2020-08-01,0202,23533
2020-09-01,0202,29972
2020-10-01,0202,31261
2020-11-01,0202,34169
2020-12-01,0202,31710
2021-01-01,0202,31509
2021-02-01,0202,29996
2021-03-01,0202,37414
2021-04-01,0202,32063
2021-05-01,0202,36282
2021-06-01,0202,35023
2021-07-01,0202,39112
2021-08-01,0202,40845
2021-09-01,0202,41008
2021-10-01,0202,39639
2021-11-01,0202,40654
2021-12-01,0202,31739
2022-01-01,0202,43697
2022-02-01,0202,32816
2022-03-01,0202,38643
2022-04-01,0202,31488
2022-05-01,0202,37729
2022-06-01,0202,32806
2022-07-01,0202,39006
2022-08-01,0202,48256
2022-09-01,0202,48682
2022-10-01,0202,46226
2022-11-01,0202,34072
2022-12-01,0202,28424
2023-01-01,0202,23697
2023-02-01,0202,34587
2023-03-01,0202,41191
2023-04-01,0202,28861
2023-05-01,0202,43972
2023-06-01,0202,39382
2023-07-01,0202,41197
2023-08-01,0202,46833
2023-09-01,0202,42213
2018-01-01,0203,1345
2018-02-01,0203,698
2018-03-01,0203,708
2018-04-01,0203,641
2018-05-01,0203,1011
2018-06-01,0203,843
2018-07-01,0203,1035
2018-08-01,0203,945
2018-09-01,0203,634
2018-10-01,0203,479
2018-11-01,0203,478
2018-12-01,0203,927
2019-01-01,0203,1315
2019-02-01,0203,795
2019-03-01,0203,603
2019-04-01,0203,1356
2019-05-01,0203,829
2019-06-01,0203,1120
2019-07-01,0203,655
2019-08-01,0203,1212
2019-09-01,0203,1099
2019-10-01,0203,733
2019-11-01,0203,892
2019-12-01,0203,776
2020-01-01,0203,690
2020-02-01,0203,771
2020-03-01,0203,511
2020-04-01,0203,502
2020-05-01,0203,220
2020-06-01,0203,280
2020-07-01,0203,370
2020-08-01,0203,515
2020-09-01,0203,684
2020-10-01,0203,455
2020-11-01,0203,575
2020-12-01,0203,556
2021-01-01,0203,851
2021-02-01,0203,1460
2021-03-01,0203,1100
2021-04-01,0203,988
2021-05-01,0203,957
2021-06-01,0203,764
2021-07-01,0203,845
2021-08-01,0203,1166
2021-09-01,0203,741
2021-10-01,0203,983
2021-11-01,0203,603
2021-12-01,0203,300
2022-01-01,0203,998
2022-02-01,0203,0
2022-03-01,0203,396
2022-04-01,0203,288
2022-05-01,0203,289
2022-06-01,0203,1517
2022-07-01,0203,617
2022-08-01,0203,928
2022-09-01,0203,142
2022-10-01,0203,819
2022-11-01,0203,369
2022-12-01,0203,545
2023-01-01,0203,2128
2023-02-01,0203,416
2023-03-01,0203,684
2023-04-01,0203,571
2023-05-01,0203,601
2023-06-01,0203,1441
2023-07-01,0203,921
2023-08-01,0203,752
2023-09-01,0203,839
2018-01-01,0204,1973
2018-02-01,0204,1939
2018-03-01,0204,2428
2018-04-01,0204,2642
2018-05-01,0204,2464
2018-06-01,0204,2056
2018-07-01,0204,2105
2018-08-01,0204,2401
2018-09-01,0204,2207
2018-10-01,0204,2438
2018-11-01,0204,1737
2018-12-01,0204,2733
2019-01-01,0204,2354
